stt,material,material_description,dvt,ton_dau_ky,nhap_trong_ky,xuat_tra_lai,chuyen_mdsd,xuat_sx,xuat_khac,ton_cuoi_ky,ghi_chu
1,0000080692,"磁控連接線;;;;;;550mm;JST VHR-5+TKP,HL20P-03;",EA,0.0,720.0,0.0,0.0,0.0,0.0,720.0,
2,0000081548,軸承;滾珠;8504-2RS;;輝遠;輝遠,EA,0.0,8010.0,0.0,0.0,4630.0,0.0,3380.0,chênh lệch=80.00
3,0000082212,螺帽;焊接;M10x1.5P;G10;防鏽油;,EA,0.0,155394.0,0.0,0.0,95168.0,0.0,60226.0,chênh lệch=40.00
4,0000082605,墊圈;平;Φ6.0xΦ16.0x1.0T;不鏽鋼;;,EA,0.0,1846.0,0.0,0.0,0.0,0.0,1846.0,
5,0000082795,止擋環;軸承;;SPHC;φ25.5x10x5T;鍍白鋅;EP80;,EA,0.0,3190.0,0.0,0.0,962.0,0.0,2228.0,
6,0000084630,安全開關;;;;新進/R13-69;TM501,EA,0.0,11962.0,0.0,0.0,7036.0,0.0,4926.0,
7,0000086279,螺絲;圓柱;M10x1.5Px25L;;六角承窩;;電著黑;;;,EA,0.0,43920.0,0.0,0.0,23057.0,0.0,20863.0,
8,0000086513,螺絲;圓柱;M10x1.5Px40L;;六角承窩;;鍍黑鋅;;G12.9;,EA,0.0,320.0,0.0,0.0,0.0,0.0,320.0,
9,0000087483,螺絲;傘頭;M4x0.7Px35L;;十字;;鍍黑鋅;;;,EA,0.0,9444.0,0.0,0.0,0.0,0.0,9444.0,
10,0000089111,膠帶;泡棉;雙面;20x30x3t;TM501;,EA,0.0,11859.0,0.0,0.0,6933.0,0.0,4926.0,
11,0000089636,主軸;皮帶輪;;S45C;塗防鏽油;EP78;Φ52x125;,EA,0.0,20.0,0.0,0.0,0.0,0.0,20.0,
12,0000089637,"皮帶輪;多槽;;;HT200,J8Φ198;EP78",EA,0.0,720.0,0.0,0.0,0.0,0.0,720.0,
13,0000089832,軸承;滾珠;6205LUZ(TUTZ)/C3;Φ25xΦ52x15T;TPI;,EA,0.0,800.0,0.0,0.0,0.0,0.0,800.0,
14,0000089860,端塞;C-SAFE;;尼龍 66;黑色/Black C;;TM507;,EA,0.0,720.0,0.0,0.0,0.0,0.0,720.0,
15,0000090571,固定片;;;SPHC;43x43x1.6T;;TM507;,EA,0.0,1200.0,0.0,0.0,0.0,0.0,1200.0,
16,0000090959,螺帽;六角;M10x1.5P;G10;鍍鉻;,EA,0.0,615.0,0.0,0.0,16.0,0.0,599.0,
17,0000092113,皮帶輪;平;;FC25;Φ282;S70;,EA,0.0,720.0,0.0,0.0,0.0,0.0,720.0,
18,0000092805,軸承;自動調心;2204-2RS;Φ20xΦ47x18T;輝遠;,EA,0.0,1440.0,0.0,0.0,0.0,0.0,1440.0,
19,0000093219,護套;;;PVC;紅色;VCP 100030R;EP79;,EA,0.0,10723.0,0.0,0.0,6933.0,0.0,3790.0,
20,0000093400,螺絲;埋頭;M5x0.8Px15L;切口;十字;;電著黑;;;,EA,0.0,3840.0,0.0,0.0,0.0,0.0,3840.0,
21,0000093519,緩衝墊;跑板;;;;;TM512;,EA,0.0,70244.0,0.0,0.0,41688.0,0.0,28556.0,
22,0000093781,墊圈;彈簧;Φ17.3xΦ26.3x3.0T;;鍍黑鋅;,EA,0.0,13458.0,0.0,0.0,9060.0,0.0,4398.0,
23,0000093982,導線束帶;;;白色;385L;W=4.8mm;;;,EA,0.0,4320.0,0.0,0.0,0.0,0.0,4320.0,
24,0000094297,皮帶;多槽;FGD;460-J16-FG;;CARLISLE;,EA,0.0,720.0,0.0,0.0,0.0,0.0,720.0,
25,0000094927,心軸;擺臂;B;SS41/S15C;;EP304;φ25x86.5L;,EA,0.0,1440.0,0.0,0.0,0.0,0.0,1440.0,
26,0000094929,端塞;貼地桿;左前;ABS/PA757;深灰/80435;;EP304;,EA,0.0,1920.0,0.0,0.0,0.0,0.0,1920.0,chênh lệch=1900.00; tồn điều chỉnh (Đã khai báo hải quan nhưng chưa nhập sổ): delta=+1900
27,0000095017,軸心;移動輪;;SS41/S15C;;EP304;φ25x51.5L;,EA,0.0,1440.0,0.0,0.0,0.0,0.0,1440.0,
28,0000095034,軸套;擺動臂;B;SS41/S15C;;EP304;;,EA,0.0,1440.0,0.0,0.0,0.0,0.0,1440.0,
29,0000095035,軸承套;擺動臂;;ABS/PA757;深灰/80435;;EP304;,EA,0.0,3940.0,0.0,0.0,0.0,0.0,3940.0,chênh lệch=3900.00; tồn điều chỉnh (Đã khai báo hải quan nhưng chưa nhập sổ): delta=+3900
30,0000095048,軸承;滾針;HK2016;;INA;,EA,0.0,2880.0,0.0,0.0,0.0,0.0,2880.0,
31,0000095050,連接軸;;A;SCM440;;EP304;;,EA,0.0,1440.0,0.0,0.0,0.0,0.0,1440.0,
32,0000095051,連接軸;;B;SCM440;;EP304;;,EA,0.0,1440.0,0.0,0.0,0.0,0.0,1440.0,
33,0000095097,管端塞;;;;;豐將FK01004;φ38.1;;,EA,0.0,4400.0,0.0,0.0,0.0,0.0,4400.0,chênh lệch=3900.00; tồn điều chỉnh (Đã khai báo hải quan nhưng chưa nhập sổ): delta=+3900
34,0000095100,端塞;貼地桿;右前;ABS/PA757;深灰/80435;;EP304;,EA,0.0,1920.0,0.0,0.0,0.0,0.0,1920.0,chênh lệch=1900.00; tồn điều chỉnh (Đã khai báo hải quan nhưng chưa nhập sổ): delta=+1900
35,0000095638,腳墊;調整;;;;M12x61H;EP304;,EA,0.0,3148.0,0.0,0.0,1380.0,0.0,1768.0,chênh lệch=40.00
36,0000095667,"腳墊組;;後;;;3/8""-16UNC;TM512;",EA,0.0,23718.0,0.0,0.0,13866.0,0.0,9852.0,
37,0000096074,粉體塗料;黑砂銀 25KG/箱;,KG,0.0,29675.0,0.0,0.0,18277.534,0.0,11397.466,CCDC
38,000041-AA,移動輪;;;尼龍+30%玻纖;黑色;;TM68;,EA,0.0,1440.0,0.0,0.0,0.0,0.0,1440.0,
39,000454-H,鎖緊護蓋;;;S45C;鍍鉻;GM01;;,EA,0.0,1202.0,0.0,0.0,120.0,0.0,1082.0,
40,000508-D,腳墊;;;橡膠(SBR);;黑色;Φ76x20;配Φ60圓管;GM01;,EA,0.0,920.0,0.0,0.0,80.0,0.0,840.0,
41,000509-E,腳墊;;;橡膠(SBR);黑色;Φ105x20;GM01;配Φ89圓管,EA,0.0,400.0,0.0,0.0,80.0,0.0,320.0,
42,000510-D,腳墊;;;橡膠(SBR);;黑色;Φ92.2x20;GM02;配Φ76.2圓管 ,EA,0.0,1390.0,0.0,0.0,140.0,0.0,1250.0,
43,000514-C,腳墊;支撐;下;PVC;;黑色;96x56x20;GM07;,EA,0.0,14820.0,0.0,0.0,7696.0,0.0,7124.0,chênh lệch=40.00
44,000521-A,腳墊;橡膠;120;GM07;,EA,0.0,609.0,0.0,0.0,104.0,0.0,505.0,122/123=điều chỉnh; chênh lệch=202.00
45,000522-D,腳墊;車架;;橡膠發泡;鍍五彩;3/8-16UNC;EP34;,EA,0.0,586.0,0.0,0.0,258.0,0.0,328.0,
46,000524-A,腳墊;支撐;下;橡膠(SBR);;黑色;180x136.8x61.2;FW11;,EA,0.0,1218.0,0.0,0.0,208.0,0.0,1010.0,122/123=điều chỉnh; chênh lệch=504.00
47,000533-AA,腳墊;;;橡膠(SBR);;;GM21;,EA,0.0,360.0,0.0,0.0,40.0,0.0,320.0,
48,000538-CB,腳墊;貼地桿;後;70%PVC;;黑色;;RB22,EA,0.0,540.0,0.0,0.0,40.0,0.0,500.0,
49,000554-A,腳墊;支撐;下;;;橡膠;黑色;160x120x15;FW81;,EA,0.0,6390.0,0.0,0.0,3718.0,0.0,2672.0,122/123=điều chỉnh; chênh lệch=12.00
50,000588-D,泡棉;;;Φ24x5.0tx130L;;GM14,EA,0.0,236.0,0.0,0.0,228.0,0.0,8.0,
51,000591-C,泡棉;;;φ30.4x5.0tx105L;;FW50,EA,0.0,3170.0,0.0,0.0,700.0,0.0,2470.0,
52,000603-B,泡棉;握管;;;;EPDM+PP;φ30.4x5.0tx358L;MS20;,EA,0.0,60.0,0.0,0.0,0.0,0.0,60.0,
53,000664-AA,泡棉;握管;;;;EPDM+PP;φ30.4x5.0tx320L;MS20;,EA,0.0,310.0,0.0,0.0,20.0,0.0,290.0,
54,000751-C,緩衝墊;;;NBR橡膠;;φ100x34.9L;FW10;,EA,0.0,13068.0,0.0,0.0,7624.0,0.0,5444.0,122/123=điều chỉnh; chênh lệch=524.00
55,000753-C,緩衝墊;;上;;;橡膠;黑色;φ84.5x26;FW94;,EA,0.0,1543.0,0.0,0.0,925.0,0.0,618.0,
56,000755-CA,緩衝墊;輔助選擇片;MS51;,EA,0.0,2360.0,0.0,0.0,120.0,0.0,2240.0,
57,000776-A,緩衝墊;;;;;橡膠;黑色;160x41;FW91;,EA,0.0,162500.0,0.0,0.0,119980.0,0.0,42520.0,
58,000845-F,襯片;;;;;Delrin □60x60;GM19;,EA,0.0,1380.0,0.0,0.0,40.0,0.0,1340.0,
59,000926-A,管端塞;;;PP;黑色/Black C;φ38.1x3.0t;FW91;烤漆,EA,0.0,997.0,0.0,0.0,124.0,0.0,873.0,
60,001129-B,端塞;;;PP;;黑色;EP109;,EA,0.0,640.0,0.0,0.0,0.0,0.0,640.0,
61,001401-A,端蓋;;;ABS;黑色/Black C;Φ76.2;GM03;,EA,0.0,4913.0,0.0,0.0,2492.0,0.0,2421.0,
62,001402-A,端蓋;端塞;;ABS/防火;純黑色;Ø50.8*43;GM01;,EA,0.0,540.0,0.0,0.0,40.0,0.0,500.0,
63,001406-A,管端塞;;;ABS/PA757;黑色/Black C;;GM05;,EA,0.0,998.0,0.0,0.0,368.0,0.0,630.0,
64,001407-A,端蓋;方管;;;;50x50x19;GM03;,EA,0.0,580.0,0.0,0.0,40.0,0.0,540.0,
65,001422-BA,管端塞;橢圓管;;PP;黑色;Φ40x80x3.0t;MS20;,EA,0.0,800.0,0.0,0.0,160.0,0.0,640.0,
66,001509-D,固定膠塊;遮蓋;;NBR橡膠;;;GM01;,EA,0.0,3840.0,0.0,0.0,672.0,0.0,3168.0,
67,001513-A,緩衝塊;緩衝;;NBR橡膠;純黑色;Φ50x40;GM01;,EA,0.0,2640.0,0.0,0.0,320.0,0.0,2320.0,
68,001522-B,止擋塊;;;NBR橡膠;純黑色;Φ38x20;GM02;,EA,0.0,320.0,0.0,0.0,86.0,0.0,234.0,
69,001523-E,止擋墊;凸輪;;NBR橡膠;純黑色;;GM03;,EA,0.0,1182.0,0.0,0.0,456.0,0.0,726.0,
70,001525-B,止擋片;轉臂;;;;30x45x6;GM03;,EA,0.0,200.0,0.0,0.0,40.0,0.0,160.0,
71,001526-D,螺絲;;M8x1.25Px40L;;;;;;;護蓋用,EA,0.0,3840.0,0.0,0.0,672.0,0.0,3168.0,
72,001528-B,螺絲;圓柱;;;;;橡膠;;特製;;擺臂止擋,EA,0.0,140.0,0.0,0.0,97.0,0.0,43.0,
73,001530-C,螺絲;;M10x1.5P;;;;;;;靠墊用;頭部SR20,EA,0.0,138.0,0.0,0.0,56.0,0.0,82.0,
74,001531-AA,螺絲;圓頭;M8X1.25PX10L;;;橡膠;;;特製,EA,0.0,401.0,0.0,0.0,80.0,0.0,321.0,
75,001595-A,絕緣保護套;自由型;KSS KG-020;10M/捲;;;,EA,0.0,101.0,0.0,0.0,56.064,0.0,44.936,
76,001597-A,絕緣保護套;自由型;;槽徑=3.2mm;10M/捲;;;,EA,0.0,259.0,0.0,0.0,138.66,0.0,120.34,
77,001679-00,配線固定座;;;HC-101(KSS);;;,EA,0.0,15816.0,0.0,0.0,8660.0,0.0,7156.0,chênh lệch=160.00
78,001791-AA,固定塊;舉重桿連接套;;POM(塑膠鋼);純黑色;;FW62;,EA,0.0,2551.0,0.0,0.0,524.0,0.0,2027.0,
79,002391-A,"濾波器接地線;;;;;;;160(WST,B40506BS-2+KST,RVS3",EA,0.0,11558.0,0.0,0.0,7138.0,0.0,4420.0,
80,003553-D,功率電阻;10Ω;400W;;650mm;3.96-4P白VH;含線材;EP23,EA,0.0,720.0,0.0,0.0,0.0,0.0,720.0,
81,003569-A,電視轉接頭;;F-A005;CB54C;中研,EA,0.0,13079.0,0.0,0.0,6933.0,0.0,6146.0,
82,003699-00,軸承;滾珠;6202ZZ;Ψ15XΨ35X11T;;CE2;FAG,EA,0.0,1280.0,0.0,0.0,0.0,0.0,1280.0,
83,003715-00,墊圈;浪型;Φ15.6xΦ21.8x0.3T;65Mn;鍍黑鋅;,EA,0.0,440.0,0.0,0.0,40.0,0.0,400.0,
84,003726-00,螺絲;圓頭;ST3.5x1.3Px6L;平頭;十字;;鍍白鋅;平尾;;,EA,0.0,34309.0,0.0,0.0,20799.0,0.0,13510.0,
85,004078-A2,軸承;滾珠;6005ZZ;Φ25xΦ47x12T;TPI;,EA,0.0,398.0,0.0,0.0,250.0,0.0,148.0,
86,004081-A2,軸承;滾珠;6204ZZ;Φ20xΦ47x14T;TPI;,EA,0.0,398.0,0.0,0.0,250.0,0.0,148.0,
87,004118-00,軸承;凸緣乾式;LFF-2015;Φ20xΦ23x16.5L;順德;,EA,0.0,340.0,0.0,0.0,40.0,0.0,300.0,
88,004142-A,軸承;止推;51104;;;WM,EA,0.0,500.0,0.0,0.0,142.0,0.0,358.0,
89,004362-00,螺絲;傘頭;M4x0.7Px10L;;十字;;鍍黑鋅;;;,EA,0.0,6000.0,0.0,0.0,4500.0,0.0,1500.0,
90,004375-AD,螺絲;傘頭;M5x0.8Px15L;;十字;;鍍黑鋅;耐落;;,EA,0.0,1708.0,0.0,0.0,324.0,0.0,1384.0,
91,004378-00,螺絲;傘頭;M5x0.8Px25L;切口;十字;;鍍鎳;;;,EA,0.0,10600.0,0.0,0.0,5200.0,0.0,5400.0,
92,004385-AD,螺絲;傘頭;M5x0.8Px12L;切口;十字;不鏽鋼;染黑;;;,EA,0.0,1920.0,0.0,0.0,0.0,0.0,1920.0,
93,004426-00,螺絲;埋頭;M6x1.0Px12L;;十字;;鍍黑鋅;耐落;;,EA,0.0,6426.0,0.0,0.0,3075.0,0.0,3351.0,
94,004460-AF,螺絲;圓柱;M6x1.0Px20L;;六角承窩;;鍍鉻;;;,EA,0.0,210.0,0.0,0.0,0.0,0.0,210.0,
95,004479-AB,螺絲;圓柱;M8x1.25Px15L;;六角承窩;;鍍鉻;耐落;;,EA,0.0,1000.0,0.0,0.0,10.0,0.0,990.0,
96,004482-AB,螺絲;圓柱;M8x1.25Px20L;;六角承窩;;鍍鉻;耐落;;,EA,0.0,1562.0,0.0,0.0,68.0,0.0,1494.0,
97,004493-00,螺絲;圓柱;M8x1.25Px16L;;六角承窩;;鍍黑鋅;;G12.9;,EA,0.0,640.0,0.0,0.0,0.0,0.0,640.0,
98,004518-00,螺絲;圓柱;M10x1.5Px75L;;六角承窩;;鍍鉻;;G12.9;,EA,0.0,512.0,0.0,0.0,26.0,0.0,486.0,
99,004555-AB,螺絲;圓柱;M10x1.5Px25L;;六角承窩;;鍍鉻;耐落;G12.9;,EA,0.0,5816.0,0.0,0.0,2968.0,0.0,2848.0,
100,004556-AB,螺絲;圓柱;M12x1.75Px25L;;六角承窩;;鍍鉻;耐落;;,EA,0.0,540.0,0.0,0.0,40.0,0.0,500.0,
101,004573-AD,螺絲;埋頭;M10x1.5Px25L;;六角承窩;;鍍鉻;;;,EA,0.0,28020.0,0.0,0.0,13504.0,0.0,14516.0,
102,004579-AB,螺絲;埋頭;M8x1.25Px25L;;六角承窩;;鍍鉻;;;,EA,0.0,540.0,0.0,0.0,0.0,0.0,540.0,
103,004623-00,螺絲;傘頭;Φ4x12L;自攻切口;十字;;電著;;尖尾,EA,0.0,3160.0,0.0,0.0,0.0,0.0,3160.0,
104,004626-00,螺絲;傘頭;Φ4x10L;自攻牙;十字;;電著黑;尖尾;;,EA,0.0,640.0,0.0,0.0,0.0,0.0,640.0,
105,004693-00,螺絲;平頭;M8X1.25PX15L;;六角承窩;;鍍黑鋅;;,EA,0.0,72.0,0.0,0.0,72.0,0.0,0.0,
106,004693-AD,螺絲;平頭;M8X1.25PX15L;;六角承窩;;鍍鉻;耐落;;,EA,0.0,7040.0,0.0,0.0,4090.0,0.0,2950.0,
107,004694-00,螺絲;平頭;M8X1.25PX10L;;六角承窩;;鍍鉻;;;,EA,0.0,200.0,0.0,0.0,0.0,0.0,200.0,
108,004696-AB,螺絲;平頭;M8x1.25Px20L;;六角承窩;;鍍鉻;;;,EA,0.0,52706.0,0.0,0.0,26656.0,0.0,26050.0,
109,004699-00,螺絲;平頭;M8X1.25PX15L;;六角承窩;;鍍鉻;耐落;G8.8;,EA,0.0,1000.0,0.0,0.0,28.0,0.0,972.0,
110,004703-AF,螺絲;平頭;M8X1.25PX20L;;六角承窩;;鍍鉻;耐落;;,EA,0.0,11000.0,0.0,0.0,7170.0,0.0,3830.0,
111,004706-A,螺絲;平頭;M6x1.0Px16L;;六角承窩;;鍍黑鋅;;;,EA,0.0,57.0,0.0,0.0,28.0,0.0,29.0,
112,004720-AC,螺絲;傘頭;M8X1.25PX20L;;六角承窩;;鍍鉻;;,EA,0.0,170.0,0.0,0.0,20.0,0.0,150.0,
113,004727-AB,螺絲;傘頭;M8X1.25PX30L;;六角承窩;;鍍鉻;;耐落,EA,0.0,1929.0,0.0,0.0,925.0,0.0,1004.0,
114,004758-AD,螺絲;傘頭;M10X1.5PX50L-15L;;六角承窩;;鍍鉻;;半牙,EA,0.0,578.0,0.0,0.0,314.0,0.0,264.0,
115,004793-00,螺絲;傘頭;M10X1.5PX15L;;六角承窩;鉻鉬合金鋼;鍍鉻;耐落;G12,EA,0.0,13597.0,0.0,0.0,7425.0,0.0,6172.0,
116,004855-AC,螺絲;止付;M6x1.0Px4L;;;;電著黑;尖尾/耐落;;,EA,0.0,23824.0,0.0,0.0,7920.0,0.0,15904.0,
117,004911-00,螺帽;六角;M16x2.0Px7.0T;SS41;鍍白鋅;,EA,0.0,1440.0,0.0,0.0,0.0,0.0,1440.0,
118,004929-00,螺帽;尼龍;M8x1.25P;;鍍鉻;,EA,0.0,5769.0,0.0,0.0,2586.0,0.0,3183.0,
119,004938-00,螺帽;尼龍;M6x1.0P;;鍍鉻;,EA,0.0,2185.0,0.0,0.0,260.0,0.0,1925.0,
120,004942-00,螺帽;尼龍;M10x1.5P;;鍍黑鋅;,EA,0.0,46560.0,0.0,0.0,27968.0,0.0,18592.0,
121,004943-00,螺帽;尼龍;M10x1.5P;;鍍鉻;,EA,0.0,2740.0,0.0,0.0,404.0,0.0,2336.0,
122,004953-00,螺帽;焊接;M10x1.5P;SS41;;Φ12台階,EA,0.0,3478.0,0.0,0.0,1556.0,0.0,1922.0,chênh lệch=160.00
123,004954-00,螺帽;焊接;3/8-16UNC;SS41;鍍黑鋅;;,EA,0.0,25124.0,0.0,0.0,13866.0,0.0,11258.0,
124,004957-00,螺帽;鎖緊;M25x1.5P;SS41;鍍黑鋅;,EA,0.0,640.0,0.0,0.0,0.0,0.0,640.0,
125,004975-00,拉帽;;ALS7-8125-3.8(0.5-3.8);;鍍白鋅;,EA,0.0,23200.0,0.0,0.0,2808.0,0.0,20392.0,
126,004976-00,拉帽;;ALS7-1015-1.5(0.5-3.8);;鍍彩鋅;;,EA,0.0,1000.0,0.0,0.0,200.0,0.0,800.0,
127,004978-00,拉帽;六角;NHS-1015-4.0(M10X1.5P);;鍍彩鋅,EA,0.0,4216.0,0.0,0.0,1057.0,0.0,3159.0,
128,004980-A,拉帽;六角;NHS-580-3.0(M5x0.8P);;鍍白鋅;,EA,0.0,34600.0,0.0,0.0,15330.0,0.0,19270.0,
129,004983-A,拉帽;六角;NKHS-8125-2.5(M8x1.25P);;鍍白鋅;,EA,0.0,155118.0,0.0,0.0,94080.0,0.0,61038.0,
130,005017-00,"墊圈;彈簧;Φ10.2xΦ18.4x2.5T;;鍍鉻;;RoHS,REACH",EA,0.0,1752.0,0.0,0.0,368.0,0.0,1384.0,
131,005018-00,"墊圈;彈簧;Φ12.2xΦ21.5x3.0T;;鍍鉻;;RoHS,REACH",EA,0.0,4000.0,0.0,0.0,660.0,0.0,3340.0,chênh lệch=280.00
132,005025-00,墊圈;平;Φ25.5xΦ38.0x1.5T;;鍍黑鋅;,EA,0.0,640.0,0.0,0.0,0.0,0.0,640.0,
133,005031-AC,"墊圈;平;Φ20.2xΦ30.0x2.0T;;鍍鉻;;RoHS,REACH",EA,0.0,1328.0,0.0,0.0,424.0,0.0,904.0,
134,005042-00,墊圈;平;Φ8.2xΦ30.0x2.0T;;鍍黑鋅;,EA,0.0,640.0,0.0,0.0,0.0,0.0,640.0,
135,005042-Z,"墊圈;平;Φ8.2xΦ30x2.0T;;鍍鉻;;RoHS,REACH",EA,0.0,32.0,0.0,0.0,16.0,0.0,16.0,
136,005043-7,墊圈;平;Φ10xΦ30x2.0T;;鍍鉻;,EA,0.0,1000.0,0.0,0.0,21.0,0.0,979.0,
137,005048-AB,墊圈;平;Φ8.2xΦ15.0x1.2T;;鍍白鋅;,EA,0.0,100.0,0.0,0.0,100.0,0.0,0.0,
138,005062-00,墊圈;平;Φ10.2xΦ19.0x2.0T;;鍍鉻;,EA,0.0,7312.0,0.0,0.0,1674.0,0.0,5638.0,
139,005067-00,墊圈;平;Φ10.2xΦ15.0x1.5T;;鍍黑鋅;,EA,0.0,1280.0,0.0,0.0,0.0,0.0,1280.0,
140,005084-00,墊圈;平;Φ5.3xΦ10.0x1.0T;;鍍鉻;,EA,0.0,2000.0,0.0,0.0,914.0,0.0,1086.0,
141,005117-AB,墊圈;平;Φ8.2xΦ16.0x2.0T;;鍍鉻;,EA,0.0,1000.0,0.0,0.0,86.0,0.0,914.0,
142,005121-00,墊圈;平;Φ30.3xΦ45.0x1.2T;鍍鋅鋼板;鍍白鋅;,EA,0.0,720.0,0.0,0.0,0.0,0.0,720.0,
143,005125-00,墊圈;平;Φ10.2xΦ20.0x1.0T;;鍍黑鋅;,EA,0.0,7200.0,0.0,0.0,5400.0,0.0,1800.0,
144,005130-00,墊圈;平;Φ8.4xΦ15.5x1.6T;;鍍鉻;,EA,0.0,15202.0,0.0,0.0,6673.0,0.0,8529.0,
145,005132-00,墊圈;平;Φ13.0xΦ26.0x2.5T;;鍍鉻;,EA,0.0,3360.0,0.0,0.0,982.0,0.0,2378.0,
146,005138-A,墊圈;平;Φ10.2XΦ25.0X1.5T;;鍍鉻;,EA,0.0,124.0,0.0,0.0,42.0,0.0,82.0,
147,005138-AB,墊圈;平;Φ10.2XΦ25X1.5T;;鍍鉻;,EA,0.0,8.0,0.0,0.0,0.0,0.0,8.0,
148,005207-A,墊圈;平;Φ20.2xΦ30.0x2.0T;鐵弗龍;;,EA,0.0,593.0,0.0,0.0,98.0,0.0,495.0,
149,005220-00,墊圈;浪型;Φ20.7xΦ29.1x0.3T;65Mn;鍍黑鋅;,EA,0.0,800.0,0.0,0.0,36.0,0.0,764.0,
150,005227-00,墊圈;浪型;Φ26.0xΦ34.0x0.3T;;電著黑;,EA,0.0,100.0,0.0,0.0,0.0,0.0,100.0,
151,005330-00,夾;C型夾(自攻牙);WUSN-4039;;;,EA,0.0,11805.0,0.0,0.0,5768.0,0.0,6037.0,chênh lệch=160.00
152,005354-00,扣環;內C型;R-42;;;,EA,0.0,4000.0,0.0,0.0,2.0,0.0,3998.0,
153,005356-00,扣環;內C型;R-47;;鍍黑鋅;,EA,0.0,640.0,0.0,0.0,0.0,0.0,640.0,
154,005365-00,扣環;外C型;S-20;;鍍黑鋅;,EA,0.0,270.0,0.0,0.0,88.0,0.0,182.0,
155,005485-E,彈簧;壓縮;φ1.1xφ12.7x38Lx7N;SWP;鍍白鋅;GM01,EA,0.0,1720.0,0.0,0.0,803.0,0.0,917.0,
156,005486-E,彈簧;壓縮;φ1.0xφ12.7x65Lx12N;65Mn;鍍白鋅;GM09;,EA,0.0,724.0,0.0,0.0,267.0,0.0,457.0,
157,005811-00,導線束帶;;;160L;;黑色;,EA,0.0,184439.0,0.0,0.0,107169.0,0.0,77270.0,chênh lệch=40.00
158,005816-00,導線束帶;;;200L白;KSS CV-200M;;;,EA,0.0,7200.0,0.0,0.0,0.0,0.0,7200.0,
159,005817-00,導線束帶;;;白色;300L;W=4.8MM;KSS CV-300S;;;,EA,0.0,85313.0,0.0,0.0,48691.0,0.0,36622.0,
160,005825-00,捲式結束帶;;10米/捲;KSS KS-10;O.D.=10;;白色;,EA,0.0,22.0,0.0,0.0,0.0,0.0,22.0,
161,005844-B,固定扣座;;;PA6;;;GM01;,EA,0.0,720.0,0.0,0.0,0.0,0.0,720.0,
162,005845-B,固定扣插頭;;;PA6;;;GM01;,EA,0.0,720.0,0.0,0.0,0.0,0.0,720.0,
163,005847-A,彈力繩;壓線端子;;;ψ10.8xψ25.0x2400;;GM100;,EA,0.0,1030.0,0.0,0.0,140.0,0.0,890.0,
164,006078-00,貼標;接地;;;;;;TM08,EA,0.0,45839.0,0.0,0.0,27427.0,0.0,18412.0,chênh lệch=160.00
165,006559-B,貼標;;環保;黑色;;;;EP03,EA,0.0,47436.0,0.0,0.0,27732.0,0.0,19704.0,
166,006610-B,貼標;腳墊調整;;黑底白字;;;;GM01,EA,0.0,170.0,0.0,0.0,20.0,0.0,150.0,
167,006611-E,規格貼標;選擇片;15磅;黑底白字;PC;;;GM01;,EA,0.0,440.0,0.0,0.0,40.0,0.0,400.0,
168,006620-D,規格貼標;選擇片;10磅;黑底白字;PC;;;GM13;,EA,0.0,170.0,0.0,0.0,20.0,0.0,150.0,
169,006643-BX,指示貼標;;PP;;;左;;EP32,EA,0.0,720.0,0.0,0.0,0.0,0.0,720.0,
170,006644-BX,指示貼標;;PP;;;右;;EP32,EA,0.0,720.0,0.0,0.0,0.0,0.0,720.0,
171,006652-C,貼標;輔助選擇片;;紅底黑字;;;;MS51,EA,0.0,1530.0,0.0,0.0,140.0,0.0,1390.0,
172,006653-C,貼標;;;黑底白字;PC;;;MS51;,EA,0.0,1540.0,0.0,0.0,280.0,0.0,1260.0,
173,007179-00,管;正方型;STKR400;□50.0X50.0X3.0TX6000;;,EA,0.0,27.0,0.0,0.0,16.112000000000002,0.0,10.888,
174,007202-00,管;長方型;STKR400;□30.0X60.0X3.0TX6000;;,EA,0.0,269.0,0.0,0.0,119.4,0.0,149.6,
175,007263-00,管;圓型;STK400;Φ50.8X3.0TX6060;;,EA,0.0,52.0,0.0,0.0,0.6000000000000014,0.0,51.4,
176,007271-A,管;圓型;STK400;Φ25.4X2.0TX6060;;,EA,0.0,199.0,0.0,0.0,3.5560000000000116,0.0,195.444,
177,007272-A,管;圓型;STK400;Φ89.0X3.0TX5000;;,EA,0.0,59.0,0.0,0.0,22.022,0.0,36.978,
178,007275-00,管;橢圓型;STK400;Φ40.0XΦ80.0X2.0TX6000;;,EA,0.0,192.0,0.0,0.0,22.02199999999999,0.0,169.978,
179,007280-A,管;橢圓型;STK400;Φ50.0XΦ100.0X3.0TX6060;;,EA,0.0,28.0,0.0,0.0,8.805,0.0,19.195,
180,007289-A,管;橢圓型;STK400;Φ50.0XΦ100.0X3.0TX5700;;,EA,0.0,36.0,0.0,0.0,19.595,0.0,16.405,
181,007350-A,固定片;COVER;;SPC;28x20x21x2.0T;;TM37;,EA,0.0,1440.0,0.0,0.0,0.0,0.0,1440.0,
182,008234-C,固定片;襯套;;20#;16x16x3.0T;染黑;GM02;,EA,0.0,2500.0,0.0,0.0,1488.0,0.0,1012.0,
183,008441-E,固定片;腳墊;;20#;89;;GM01;,EA,0.0,400.0,0.0,0.0,80.0,0.0,320.0,
184,008442-E,固定片;腳墊;;20#;76.2;;GM02;,EA,0.0,2440.0,0.0,0.0,240.0,0.0,2200.0,
