stt,material,material_description,dvt,ton_dau_ky,nhap_trong_ky,xuat_tra_lai,chuyen_mdsd,xuat_sx,xuat_khac,ton_cuoi_ky,ghi_chu
2733,1000485307,固定片;;;SPHC;43x43x1.5T;;TM747K;,EA,0.0,21600.0,0.0,0.0,14806.0,0.0,6794.0,
2734,1000485308,固定片;儀表基座;大;SPHC;3.0T;;TM747K;,EA,0.0,64800.0,0.0,0.0,44418.0,0.0,20382.0,
2735,1000485311,補強片;儀表基座;;SPHC;157.5x37x3.0t;;TM747K;,EA,0.0,43437.0,0.0,0.0,29612.0,0.0,13825.0,
2736,1000485312,固定片;扶手管;左;SPHC;3.0T;;TM747K;,EA,0.0,11094.0,0.0,0.0,7400.0,0.0,3694.0,
2737,1000485313,固定片;扶手管;右;SPHC;3.0T;;TM747K;,EA,0.0,11097.0,0.0,0.0,7403.0,0.0,3694.0,
2738,1000485314,固定片;安全開關;;SPHC;2.0T;;TM747K;,EA,0.0,11097.0,0.0,0.0,7403.0,0.0,3694.0,
2739,1000485317,卡勾;儀表架;;SPHC;64x12x3.0;;TM747K;,EA,0.0,22194.0,0.0,0.0,14806.0,0.0,7388.0,
2740,1000485339,固定片組;握把;;焊接;;TM747K,EA,0.0,6000.0,0.0,0.0,5200.0,0.0,800.0,
2741,1000485342,把手-加工;把手;;包覆;778L;TM747K;黑色,EA,0.0,8997.0,0.0,0.0,7026.0,0.0,1971.0,
2742,1000485355,外紙箱組;含印刷(車架);;2220X910X390;TM747K;,EA,0.0,6937.0,0.0,0.0,6873.0,0.0,64.0,122/123=điều chỉnh; chênh lệch=307.00
2743,1000485357,五金零件組;半成品;;;;;TM747K;,EA,0.0,10941.0,0.0,0.0,7046.0,0.0,3895.0,
2744,1000485369,固定片;腳墊;;SPHC;Φ54xW25xt3.0;;MS24D;,EA,0.0,310.0,0.0,0.0,20.0,0.0,290.0,
2745,1000485374,固定片;連接片;下;SPC;75.0x75.3x6.0t;;MS24D;,EA,0.0,310.0,0.0,0.0,20.0,0.0,290.0,
2746,1000485383,墊圈;;;SPHC;Φ9.0xΦ22.0x5.0T;;MS24D;,EA,0.0,310.0,0.0,0.0,20.0,0.0,290.0,
2747,1000485384,內包材;;;;;MS24D,EA,0.0,290.0,0.0,0.0,20.0,0.0,270.0,
2748,1000485391,止擋片;;;烤漆;黑色;;TM747K;,EA,0.0,12122.0,0.0,0.0,7063.0,0.0,5059.0,
2749,1000485398,支撐片;滾輪;左前;SPHC;134.2x105.6x4.0T;;TM747K;,EA,0.0,10400.0,0.0,0.0,7403.0,0.0,2997.0,
2750,1000485542,包裝附件組;;;;FW513;,EA,0.0,85.0,0.0,0.0,42.0,0.0,43.0,
2751,1000485673,纏繞膜;;500Mx12MICx2718M;PE;15kg/卷,KG,0.0,1500.0,0.0,0.0,1500.0,0.0,0.0,CCDC; chênh lệch=1400.00
2752,1000485674,打包帶;;;12063-33-3000M;PP;9.5kg/卷,KG,0.0,2867.0,0.0,0.0,2867.0,0.0,0.0,chênh lệch=368.50
2753,1000486157,SLEEVE;昇降腳架;;20#;;TM780K;Ø26x58;,EA,0.0,27600.0,0.0,0.0,14806.0,0.0,12794.0,
2754,1000486466,塑膠布;;;4860x1810x0.04t;;,EA,0.0,13578.0,0.0,0.0,13578.0,0.0,0.0,chênh lệch=4628.00
2755,1000486470,五合板;;;;;FW513-KM,EA,0.0,50.0,0.0,0.0,42.0,0.0,8.0,
2756,1000486493,五合板;;;;;FW514-KM,EA,0.0,248.0,0.0,0.0,248.0,0.0,0.0,
2757,1000486494,包裝附件組;;;;FW514-KM;,EA,0.0,337.0,0.0,0.0,249.0,0.0,88.0,chênh lệch=1.00
2758,1000486515,包裝附件組;;;;FW516-KM;,EA,0.0,156.0,0.0,0.0,143.0,0.0,13.0,
2759,1000486516,五合板;;;;;FW516-KM,EA,0.0,150.0,0.0,0.0,143.0,0.0,7.0,
2760,1000486598,包裝附件組;;;;;FW524,EA,0.0,305.0,0.0,0.0,212.0,0.0,93.0,
2761,1000486599,膠合板;;;;;FW524,EA,0.0,221.0,0.0,0.0,174.0,0.0,47.0,chênh lệch=38.00
2762,1000486628,包裝附件組;;;;;FW527,EA,0.0,220.0,0.0,0.0,160.0,0.0,60.0,
2763,1000486632,塑膠布;;;3000x1930x0.04t;;FW517-KM,EA,0.0,218.0,0.0,0.0,196.0,0.0,22.0,
2764,1000486633,包裝附件組;;;;FW517-KM;,EA,0.0,138.0,0.0,0.0,99.0,0.0,39.0,
2765,1000486634,五合板;;;;;FW517-KM,EA,0.0,109.0,0.0,0.0,99.0,0.0,10.0,
2766,1000486646,包裝附件組;零件盒;;;;FW525,EA,0.0,177.0,0.0,0.0,142.0,0.0,35.0,
2767,1000486647,膠合板;;;;;FW527,EA,0.0,160.0,0.0,0.0,160.0,0.0,0.0,
2768,1000486648,膠合板;;;;;FW525,EA,0.0,203.0,0.0,0.0,178.0,0.0,25.0,chênh lệch=30.00
2769,1000486649,包裝附件組;;;;FW518-KM;,EA,0.0,114.0,0.0,0.0,88.0,0.0,26.0,
2770,1000486650,五合板;;;;;FW518-KM,EA,0.0,123.0,0.0,0.0,88.0,0.0,35.0,
2771,1000486651,包裝附件組;;;;FW520-KM;,EA,0.0,96.0,0.0,0.0,56.0,0.0,40.0,
2772,1000486652,五合板;;;;;FW520-KM,EA,0.0,66.0,0.0,0.0,56.0,0.0,10.0,
2773,1000486659,包裝附件組;;;;FW521-KM;,EA,0.0,42.0,0.0,0.0,26.0,0.0,16.0,
2774,1000486660,五合板;;;;;FW521-KM,EA,0.0,26.0,0.0,0.0,26.0,0.0,0.0,
2775,1000486986,螺桿;;;20#;塗防鏽油;TM747K;Φ15x34L;,EA,0.0,43523.0,0.0,0.0,28312.0,0.0,15211.0,chênh lệch=1300.00
2776,1000486987,套管;儀表;;20#;塗防鏽油;TM747K;Φ14.5x34L;,EA,0.0,83936.0,0.0,0.0,57772.0,0.0,26164.0,chênh lệch=1267.00
2777,1000486995,包裝附件組;零件盒;;;;FW528,EA,0.0,80.0,0.0,0.0,66.0,0.0,14.0,
2778,1000486999,膠合板;;;;;FW526,EA,0.0,93.0,0.0,0.0,86.0,0.0,7.0,
2779,1000487000,包裝附件組;;;;;FW526,EA,0.0,48.0,0.0,0.0,48.0,0.0,0.0,
2780,1000487004,包裝附件組;;;;;FW529,EA,0.0,78.0,0.0,0.0,27.0,0.0,51.0,
2781,1000487383,外紙箱;;;1140x805x475;;FW224B,EA,0.0,8.0,0.0,0.0,0.0,0.0,8.0,thử khuôn/chưa nhập kho→tồn kho; tồn điều chỉnh (bù sản phẩm lỗi): delta=+8
2782,1000487536,塑膠布;;;1200x1200x0.03;;GT18,EA,0.0,28583.0,0.0,0.0,20189.0,0.0,8394.0,
2783,1000487589,止擋塊;;;橡膠(SBR);黑色/Black C;;FW202;,EA,0.0,5516.0,0.0,0.0,2395.0,0.0,3121.0,122/123=điều chỉnh; chênh lệch=2727.00
2784,1000487640,套管;吊環;;;鍍鉻;MS53;Φ15.0x9.5L;GCr15,EA,0.0,671.0,0.0,0.0,40.0,0.0,631.0,
2785,1000487641,吊環;;M10x1.5Px30L;;;304不鏽鋼;MS53,EA,0.0,440.0,0.0,0.0,40.0,0.0,400.0,
2786,1000487649,固定組;握把;;焊接;;MS53,EA,0.0,601.0,0.0,0.0,0.0,0.0,601.0,
2787,1000487650,固定組-加工;握把;;電鍍;;MS53;,EA,0.0,40.0,0.0,0.0,40.0,0.0,0.0,
2788,1000488293,貼標;;掛棒;;;;;FW505,EA,0.0,3629.0,0.0,0.0,1778.0,0.0,1851.0,
2789,1000488477,珍珠棉;車架;;150x100x5T;;UV2共用,EA,0.0,4886.0,0.0,0.0,2434.0,0.0,2452.0,
2790,1000488485,氣泡紙;;;;2500x300x0.04;GM116,EA,0.0,12359.0,0.0,0.0,8690.0,0.0,3669.0,
2791,1000488638,貼標;;跑帶LOGO;白色;PET;左;;TM747,EA,0.0,2562.0,0.0,0.0,0.0,0.0,2562.0,chênh lệch=2362.00; tồn điều chỉnh (Chênh lệch số lượng): delta=+2362
2792,1000488639,貼標;;跑帶LOGO;白色;PET;右;;TM747,EA,0.0,2874.0,0.0,0.0,0.0,0.0,2874.0,chênh lệch=2362.00; tồn điều chỉnh (Chênh lệch số lượng): delta=+2362
2793,1000489169,警告貼標組;;;;;多國語言;GT18;,EA,0.0,4287.0,0.0,0.0,2429.0,0.0,1858.0,
2794,1000489556,管;橢圓型;STK400;Φ50x120x3.0tx5000L;;;,EA,0.0,55.0,0.0,0.0,51.824,0.0,3.176,
2795,1000489738,墊板;;左上;SPHC;58.0x42.0x5.0T;;MS20E;,EA,0.0,20.0,0.0,0.0,0.0,0.0,20.0,
2796,1000489739,包裝附件組;;;;FW522;,EA,0.0,253.0,0.0,0.0,219.0,0.0,34.0,
2797,1000489740,五合板;;;;;FW522,EA,0.0,224.0,0.0,0.0,219.0,0.0,5.0,
2798,1000489741,止擋座;;右上;SPHC;80.0x42.0x35.0x5.0T;;MS20E;,EA,0.0,20.0,0.0,0.0,0.0,0.0,20.0,
2799,1000489742,調整管組-加工;升降;右;鍍鉻;80x40x2100L;MS20E;,EA,0.0,20.0,0.0,0.0,0.0,0.0,20.0,
2800,1000490028,五金零件包;;;;FW158K-KM;;,EA,0.0,41.0,0.0,0.0,11.0,0.0,30.0,
2801,1000490086,鋼索組;;;壓鋼索頭;MS51;;,EA,0.0,170.0,0.0,0.0,20.0,0.0,150.0,
2802,1000490087,鋼索組;;;壓鋼索頭;MS52;;,EA,0.0,170.0,0.0,0.0,20.0,0.0,150.0,
2803,1000490088,鋼索組;;;壓鋼索頭;MS53;;,EA,0.0,270.0,0.0,0.0,20.0,0.0,250.0,
2804,1000490096,塑膠袋組;;;;;FW515-KM,EA,0.0,3218.0,0.0,0.0,2884.0,0.0,334.0,122/123=điều chỉnh; chênh lệch=325.00
2805,1000490164,紙箱;橫跨管;;2810x540x240;;MS20E,EA,0.0,30.0,0.0,0.0,0.0,0.0,30.0,
2806,1000490174,保麗龍;橫跨管;;;;MS20E,EA,0.0,30.0,0.0,0.0,0.0,0.0,30.0,
2807,1000490176,固定管;車架;50x100x3.0tx80L;;;;MS20E;包裝用,EA,0.0,20.0,0.0,0.0,20.0,0.0,0.0,
2808,1000490181,內包材;車架;;450x300x200;;B型瓦楞紙箱,EA,0.0,10.0,0.0,0.0,0.0,0.0,10.0,
2809,1000490400,支撐管;;φ75.6x3.0tx491L;;;;FW336K,EA,0.0,1488.0,0.0,0.0,1488.0,0.0,0.0,
2810,1000490401,固定片;腳墊;;SPHC;136.5x96.5x6.0t;;FW336K;,EA,0.0,2116.0,0.0,0.0,2116.0,0.0,0.0,
2811,1000490402,外紙箱;含印刷(儀表);;900X700X320;;TM747K,EA,0.0,7136.0,0.0,0.0,6774.0,0.0,362.0,122/123=điều chỉnh; chênh lệch=419.00
2812,1000490405,掛棒組;半成品;;;;;鍍鉻;FW336K;,EA,0.0,6550.0,0.0,0.0,3878.0,0.0,2672.0,
2813,1000490409,掛棒組;;上;;;;FW336K;焊接組(鍍鉻),EA,0.0,1543.0,0.0,0.0,925.0,0.0,618.0,
2814,1000490420,外紙箱;;;1100x890x580;;FW336K,EA,0.0,962.0,0.0,0.0,925.0,0.0,37.0,
2815,1000490514,調整管組;;;;鍍鉻;內;;FW212K-KM;,EA,0.0,10.0,0.0,0.0,0.0,0.0,10.0,
2816,1000490521,五金零件組;半成品;;;;;FW212K-KM;,EA,0.0,10.0,0.0,0.0,0.0,0.0,10.0,
2817,1000490523,支撐管;車架;φ30xφ60x631.3Lx3.0t;上;;Q195;FW513,EA,0.0,100.0,0.0,0.0,74.0,0.0,26.0,
2818,1000490526,支撐管;車架;φ30.0xφ60.0x116.5Lx3.0t;下;;;FW516,EA,0.0,140.0,0.0,0.0,140.0,0.0,0.0,FIFO
2819,1000490681,支撐板;啞鈴;;;63.0x63.0x2253.0Lx6.0T;;FW522;,EA,0.0,538.0,0.0,0.0,538.0,0.0,0.0,
2820,1000491058,連接管;車架;□50.0x50.0x5.0tx441.8L;上;;Q195;FW,EA,0.0,631.0,0.0,0.0,34.0,0.0,597.0,
2821,1000491060,支撐管;車架;φ30xφ60x249Lx3.0t;下;;Q195;FW515,EA,0.0,1670.0,0.0,0.0,1370.0,0.0,300.0,
2822,1000491073,間隔環;移動輪;;PA66+15%玻纖;;;TM776;,EA,0.0,11126.0,0.0,0.0,5520.0,0.0,5606.0,
2823,1000491074,轉軸;移動輪;;SCM435;鍍鋅;TM776;;,EA,0.0,10512.0,0.0,0.0,5460.0,0.0,5052.0,
2824,1000491076,凸輪;;;;FD-0205;防鏽油;TM776;小,EA,0.0,10212.0,0.0,0.0,5460.0,0.0,4752.0,
2825,1000491077,凸輪;移動輪;;PA66+15%玻纖;;;TM776;小,EA,0.0,20529.0,0.0,0.0,10925.0,0.0,9604.0,
2826,1000491081,規格貼標;CE;120V~/17A;銀底黑字;PET;;;TM747K,EA,0.0,1352.0,0.0,0.0,1352.0,0.0,0.0,FIFO; chênh lệch=7451.00
2827,1000491331,固定軸;止擋;;;φ20x6.5L;;FW524;20CrMo,EA,0.0,1065.0,0.0,0.0,372.0,0.0,693.0,122/123=điều chỉnh; chênh lệch=136.00
2828,1000491554,鋼索-加工;;;壓鋼索頭;Φ6.35x3260L;GM111;,EA,0.0,80.0,0.0,0.0,25.0,0.0,55.0,
2829,1000491555,鋼索-加工;;;壓鋼索頭;Φ6.35x2370L;GM111;,EA,0.0,80.0,0.0,0.0,25.0,0.0,55.0,
2830,1000491556,鋼索-加工;;;壓鋼索頭;Φ6.35x2396L;GM112;,EA,0.0,61.0,0.0,0.0,23.0,0.0,38.0,
2831,1000491557,鋼索-加工;;;壓鋼索頭;Φ6.35x2365L;GM112;,EA,0.0,61.0,0.0,0.0,23.0,0.0,38.0,
2832,1000491558,鋼索-加工;;;壓鋼索頭;Φ6.35x1640L;GM112;,EA,0.0,61.0,0.0,0.0,23.0,0.0,38.0,
2833,1000491560,鋼索-加工;;;壓鋼索頭;Φ6.35x2672L;GM113;,EA,0.0,186.0,0.0,0.0,75.0,0.0,111.0,
2834,1000491561,鋼索-加工;;;壓鋼索頭;Φ6.35x2460L;GM114;,EA,0.0,213.0,0.0,0.0,157.0,0.0,56.0,
2835,1000491564,鋼索-加工;;;壓鋼索頭;Φ6.35x2985L;GM115;,EA,0.0,27.0,0.0,0.0,23.0,0.0,4.0,
2836,1000491565,鋼索-加工;;;壓鋼索頭;Φ6.35x3750L;GM116;,EA,0.0,42.0,0.0,0.0,39.0,0.0,3.0,
2837,1000491566,鋼索-加工;;;壓鋼索頭;Φ6.35x3320L;GM117;,EA,0.0,154.0,0.0,0.0,80.0,0.0,74.0,
2838,1000491567,鋼索-加工;;;壓鋼索頭;Φ6.35x1170L;GM117;,EA,0.0,154.0,0.0,0.0,80.0,0.0,74.0,
2839,1000491568,鋼索-加工;;;壓鋼索頭;Φ6.35x1810L;GM118;,EA,0.0,332.0,0.0,0.0,94.0,0.0,238.0,
2840,1000491569,鋼索-加工;;;壓鋼索頭;Φ6.35x2830L;GM118;,EA,0.0,216.0,0.0,0.0,47.0,0.0,169.0,
2841,1000491573,鋼索-加工;;;壓鋼索頭;Φ6.35x2760L;GM119;,EA,0.0,152.0,0.0,0.0,97.0,0.0,55.0,
2842,1000491576,鋼索-加工;;;壓鋼索頭;Φ6.35x3355L;GM120;,EA,0.0,27.0,0.0,0.0,7.0,0.0,20.0,
2843,1000491577,鋼索-加工;;;壓鋼索頭;Φ6.35x848L;GM120;,EA,0.0,108.0,0.0,0.0,60.0,0.0,48.0,
2844,1000491581,鋼索-加工;;;壓鋼索頭;Φ6.35x3110L;GM122;,EA,0.0,147.0,0.0,0.0,14.0,0.0,133.0,
2845,1000491582,鋼索-加工;;;壓鋼索頭;Φ6.35x3270L;GM122;,EA,0.0,147.0,0.0,0.0,14.0,0.0,133.0,
2846,1000491583,鋼索-加工;;;壓鋼索頭;Φ6.35x3995L;GM123;,EA,0.0,85.0,0.0,0.0,38.0,0.0,47.0,
2847,1000491584,鋼索-加工;;;壓鋼索頭;Φ6.35x2700L;GM124;,EA,0.0,122.0,0.0,0.0,74.0,0.0,48.0,
2848,1000491585,鋼索-加工;;;壓鋼索頭;Φ6.35x4285L;GM125;,EA,0.0,154.0,0.0,0.0,74.0,0.0,80.0,
2849,1000491586,鋼索-加工;;;壓鋼索頭;Φ6.35x2700L;GM125;,EA,0.0,154.0,0.0,0.0,74.0,0.0,80.0,
2850,1000491588,鋼索-加工;;;壓鋼索頭;Φ6.35x2964L;GM126;,EA,0.0,41.0,0.0,0.0,17.0,0.0,24.0,
2851,1000491589,鋼索-加工;;;壓鋼索頭;Φ6.35x2770L;GM127;,EA,0.0,79.0,0.0,0.0,72.0,0.0,7.0,
2852,1000491592,鋼索-加工;;;壓鋼索頭;Φ6.35x1505L;GM128;,EA,0.0,60.0,0.0,0.0,40.0,0.0,20.0,
2853,1000491593,鋼索-加工;;;壓鋼索頭;Φ6.35x1870L;GM129;,EA,0.0,51.0,0.0,0.0,51.0,0.0,0.0,
2854,1000491594,鋼索-加工;;;壓鋼索頭;Φ6.35x3015L;GM129;,EA,0.0,51.0,0.0,0.0,51.0,0.0,0.0,
2855,1000491595,鋼索-加工;;;壓鋼索頭;Φ6.35x2505L;GM230;,EA,0.0,49.0,0.0,0.0,15.0,0.0,34.0,
2856,1000491596,鋼索-加工;;;壓鋼索頭;Φ6.35x2495L;GM231;,EA,0.0,41.0,0.0,0.0,18.0,0.0,23.0,
2857,1000491690,支撐管;基座;□25.0X50.0X3.0TX707L;;;;FW535,EA,0.0,194.0,0.0,0.0,94.0,0.0,100.0,
2858,1000491691,支撐管;;Φ40.0XΦ80.0X3.0TX1573L;右;;;FW535,EA,0.0,3.0,0.0,0.0,3.0,0.0,0.0,FIFO
2859,1000491692,支撐管;;Φ40.0XΦ80.0X3.0TX1367L;左;;;FW535,EA,0.0,5.0,0.0,0.0,5.0,0.0,0.0,FIFO
2860,1000491697,支撐管;;Φ50.0XΦ100.0X3.0TX554L;下;;;FW535,EA,0.0,9.0,0.0,0.0,9.0,0.0,0.0,FIFO
2861,1000491698,連接片;腳踏板;;SPHC;113X55.5X92X5T;;FW535;,EA,0.0,257.0,0.0,0.0,157.0,0.0,100.0,
2862,1000491985,支撐管;車架;Φ50.0XΦ100.0X3.0TX1376L;;;;FW535,EA,0.0,39.0,0.0,0.0,39.0,0.0,0.0,FIFO
2863,1000491990,連接管;車架;Φ50.0XΦ100.0X3.0TX756L;;;;FW535,EA,0.0,10.0,0.0,0.0,10.0,0.0,0.0,FIFO
2864,1000491991,連接片;車架;下;SPHC;103.5X112X5T;;FW535;,EA,0.0,257.0,0.0,0.0,157.0,0.0,100.0,
2865,1000491992,連接片;車架;上;SPHC;168X80.5X4T;;FW535;,EA,0.0,257.0,0.0,0.0,157.0,0.0,100.0,
2866,1000491994,固定片;腳墊;;SPHC;110X89X6T;;FW535;,EA,0.0,34.0,0.0,0.0,34.0,0.0,0.0,FIFO
2867,1000492002,主基管;握把;Φ50.0XΦ100.0X3.0TX1080L;;;;FW535,EA,0.0,147.0,0.0,0.0,97.0,0.0,50.0,
2868,1000492003,握把管;握把;Φ25.4x480L;;;STK400;FW535,EA,0.0,986.0,0.0,0.0,314.0,0.0,672.0,122/123=điều chỉnh; chênh lệch=78.00
2869,1000492005,固定管;握把;Φ26X77L;;;;FW535,EA,0.0,341.0,0.0,0.0,157.0,0.0,184.0,
2870,1000492011,泡棉;;黑色;5.0tx145L;扶手;緊配Φ25.4管,EA,0.0,1328.0,0.0,0.0,592.0,0.0,736.0,
2871,1000492016,固定片;;;SPHC;130X65X5T;;FW535;,EA,0.0,257.0,0.0,0.0,157.0,0.0,100.0,
2872,1000492017,支撐架;面板;;ABS/PA757;;380x25*35.6;FW535;,EA,0.0,1130.0,0.0,0.0,157.0,0.0,973.0,
2873,1000492021,五金零件組;半成品;;;;;FW535;,EA,0.0,205.0,0.0,0.0,157.0,0.0,48.0,
2874,1000492026,外紙箱;;;1450x760x422;;FW535,EA,0.0,182.0,0.0,0.0,157.0,0.0,25.0,
2875,1000492027,包裝附件組;;;;;FW535,EA,0.0,161.0,0.0,0.0,157.0,0.0,4.0,122/123=điều chỉnh; chênh lệch=39.00
2876,1000492028,五合板;;;;;FW535,EA,0.0,160.0,0.0,0.0,157.0,0.0,3.0,
2877,1000492029,塑膠袋組;;;;;FW535,EA,0.0,232.0,0.0,0.0,149.0,0.0,83.0,
2878,1000492030,珍珠棉;;;;;FW535,EA,0.0,151.0,0.0,0.0,106.0,0.0,45.0,chênh lệch=51.00
2879,1000492045,固定片;貼地桿;前;SPHC;133.7x219.3x5.0T;;FW535;,EA,0.0,257.0,0.0,0.0,157.0,0.0,100.0,
2880,1000492072,連接片;;下;SPHC;177.4x125x5.0T;;FW535;,EA,0.0,257.0,0.0,0.0,157.0,0.0,100.0,
2881,1000492504,上層選擇片組;;;;;霧黑(Black Matte);GM111F;,EA,0.0,2618.0,0.0,0.0,1447.0,0.0,1171.0,chênh lệch=40.00
2882,1000492510,襯套;上層選擇片;;;黑色/Black C;;GM111F;IGUS B160,EA,0.0,15816.0,0.0,0.0,8660.0,0.0,7156.0,122/123=điều chỉnh; chênh lệch=1200.00
2883,1000492514,固定架;計數器;;SPHC;285.6x25x2.0t;;GM111F;,EA,0.0,4122.0,0.0,0.0,2723.0,0.0,1399.0,
2884,1000492518,護蓋;輔助選擇片;上;ABS;黑色;;GM111F;,EA,0.0,5240.0,0.0,0.0,2824.0,0.0,2416.0,chênh lệch=42.00
2885,1000492521,轉動輪;輔助選擇片;上;ABS;黑色;;GM111F;,EA,0.0,3954.0,0.0,0.0,2165.0,0.0,1789.0,chênh lệch=40.00
2886,1000492522,塑膠座;輔助選擇片;上;PA66;黑色;;GM111F;,EA,0.0,4810.0,0.0,0.0,2543.0,0.0,2267.0,
2887,1000492523,永久磁鐵;;;;;4500高斯;輔助選擇片;GM111F,EA,0.0,23000.0,0.0,0.0,14810.0,0.0,8190.0,
2888,1000492524,固定架;輔助選擇片;上;PA66;黑色;;GM111F;,EA,0.0,4810.0,0.0,0.0,1982.0,0.0,2828.0,
2889,1000492525,塑膠盤;輔助選擇片;;PA66;黑色;;GM111F;,EA,0.0,4541.0,0.0,0.0,2354.0,0.0,2187.0,chênh lệch=40.00
2890,1000492527,軸承座;輔助選擇片;;PA66;黑色;;GM111F;包膠,EA,0.0,7908.0,0.0,0.0,4330.0,0.0,3578.0,chênh lệch=80.00
2891,1000492530,拉銷組;組裝;;選擇片;GM111F;;,EA,0.0,4513.0,0.0,0.0,2523.0,0.0,1990.0,chênh lệch=40.00
2892,1000492541,上層選擇片組;;;烤漆;;霧黑(Black Matte);GM121F;,EA,0.0,1376.0,0.0,0.0,758.0,0.0,618.0,chênh lệch=40.00
2893,1000492569,支撐管;車架;50x200x1234.4L;左;;Q195;GM121F,EA,0.0,1299.0,0.0,0.0,774.0,0.0,525.0,
2894,1000492570,支撐管;車架;50x200x2.5x1234.4L;右;;Q195;GM121F,EA,0.0,630.0,0.0,0.0,323.0,0.0,307.0,
2895,1000492571,輔助選擇片;;4.5LBS;;;SPHC;GM111F,EA,0.0,745.0,0.0,0.0,372.0,0.0,373.0,
2896,1000492573,支撐管;選擇片;150x75x3tx735L;下;;;GM111F,EA,0.0,2910.0,0.0,0.0,2211.0,0.0,699.0,chênh lệch=40.00
2897,1000492588,輔助選擇片;;9.0LBS;;;SPHC;GM111F,EA,0.0,745.0,0.0,0.0,372.0,0.0,373.0,
2898,1000492608,滑軌;輔助選擇片;;30x15x990L;AL;陽極處理;GM111F;,EA,0.0,7688.0,0.0,0.0,4216.0,0.0,3472.0,chênh lệch=80.00
2899,1000492611,橡膠塊;;;NBR橡膠;黑色;60x35x20;GM111F;,EA,0.0,4568.0,0.0,0.0,2381.0,0.0,2187.0,chênh lệch=40.00
2900,1000492624,固定片;車架;;SPHC;125x85x2T;;GM111F;,EA,0.0,15784.0,0.0,0.0,11120.0,0.0,4664.0,
2901,1000492625,固定片;護蓋;上;SPHC;174x50x4T;;GM111F;,EA,0.0,7988.0,0.0,0.0,5616.0,0.0,2372.0,
2902,1000492626,管;長方型;SPHC;□150x75x3Tx5600L;;,EA,0.0,255.0,0.0,0.0,97.9,0.0,157.1,
2903,1000492628,支撐管;腳墊;60x30x3Tx71.5L;;;;GM111F,EA,0.0,4740.0,0.0,0.0,4422.0,0.0,318.0,
2904,1000492629,支撐片;皮帶輪;上;SPHC;675x150x157.5x3T;;GM111F;,EA,0.0,3993.0,0.0,0.0,2808.0,0.0,1185.0,
2905,1000492630,支撐板;底架;;SPHC;224x100x6.0t;;GM111F;,EA,0.0,9562.0,0.0,0.0,5560.0,0.0,4002.0,
2906,1000492631,固定片;腳墊;;SPHC;270x64x5.0t;;GM111F;,EA,0.0,4281.0,0.0,0.0,2780.0,0.0,1501.0,
2907,1000492632,支撐片;滑輪;下;SPHC;181x170x148x3T;;GM111F;,EA,0.0,3992.0,0.0,0.0,2808.0,0.0,1184.0,
2908,1000492633,固定板;護蓋;下;SPHC;212.7x125x1t;;GM111F;,EA,0.0,10674.0,0.0,0.0,6000.0,0.0,4674.0,
2909,1000492639,連接管;基座;φ50xφ100x3.0tx615.4L;下;;Q195;GM12,EA,0.0,190.0,0.0,0.0,190.0,0.0,0.0,
2910,1000492640,輔助選擇片;;3.125LBS;;;SPHC;GM113F,EA,0.0,2596.0,0.0,0.0,979.0,0.0,1617.0,
2911,1000492641,輔助選擇片;;6.25LBS;;;SPHC;GM113F,EA,0.0,2395.0,0.0,0.0,979.0,0.0,1416.0,
2912,1000492644,護蓋組;半成品;;;;;GM111F;,EA,0.0,60.0,0.0,0.0,0.0,0.0,60.0,thử khuôn/chưa nhập kho→tồn kho; tồn điều chỉnh (vật liệu thử khuôn.): delta=+60
2913,1000492645,螺絲組;半成品;;;;;GM121F;,EA,0.0,131.0,0.0,0.0,98.0,0.0,33.0,
2914,1000492665,使用說明貼標;護蓋;;;PVC;前上;英文;GM121F,EA,0.0,140.0,0.0,0.0,98.0,0.0,42.0,
2915,1000492666,使用說明貼標;護蓋;;;PVC;前下;英文;GM121F,EA,0.0,140.0,0.0,0.0,98.0,0.0,42.0,
2916,1000492667,使用說明貼標;護蓋;;;PVC;後下;英文;GM121F,EA,0.0,140.0,0.0,0.0,98.0,0.0,42.0,
2917,1000492669,輔助選擇片;;2.5LBS;;;SPHC;GM121F,EA,0.0,1529.0,0.0,0.0,823.0,0.0,706.0,
2918,1000492670,使用說明貼標;護蓋;;;PVC;後上;英文;GM121F,EA,0.0,196.0,0.0,0.0,138.0,0.0,58.0,
2919,1000492671,輔助選擇片;;5.0LBS;;;SPHC;GM121F,EA,0.0,1529.0,0.0,0.0,823.0,0.0,706.0,
2920,1000492672,使用說明貼標;護蓋;多國語言;;PVC;前上;;GM121F,EA,0.0,140.0,0.0,0.0,108.0,0.0,32.0,
2921,1000492675,使用說明貼標;護蓋;多國語言;;PVC;後上;;GM121F,EA,0.0,140.0,0.0,0.0,108.0,0.0,32.0,
2922,1000492677,上層選擇片貼標;選擇片;;;PC;;;GM211B,EA,0.0,15.0,0.0,0.0,8.0,0.0,7.0,
2923,1000492860,滑軌;輔助選擇片;;30x15x891L;AL;陽極處理;GM120F;,EA,0.0,500.0,0.0,0.0,114.0,0.0,386.0,
2924,1000492976,支撐管;車架;50x200x2.5Tx1234.4L;左;;;GM111F,EA,0.0,472.0,0.0,0.0,315.0,0.0,157.0,
2925,1000492978,支撐管;車架;50x200x2.5Tx1234.4L;右;;;GM111F,EA,0.0,1248.0,0.0,0.0,876.0,0.0,372.0,
